neet_roll_no,neet_score,neet_ai_rank,category,hk,karnataka
2706031170,145,688240,Category-2A,Yes,Yes
2702106343,145,688249,Category-2B,No,Yes
2702317326,145,688256,Category-3A,No,Yes
2702310328,145,688328,Category-3A,No,Yes
2702322283,145,688356,Category-2B,No,Yes
2703004427,145,688438,Category-3A,Yes,Yes
2702212186,145,688516,Category-3A,No,Yes
2702108125,145,688528,Category-3A,No,Yes
2702123046,145,688679,Category-3B,No,Yes
2702127239,145,688746,,No,Yes
2702105236,145,688810,Category-3A,No,Yes
2701012080,145,688867,Category-3B,No,Yes
2705016230,145,688877,,Yes,Yes
2708205080,145,688895,Category-3B,No,Yes
2705011101,145,688900,,Yes,Yes
2702224128,145,689079,,No,Yes
2702122299,145,689091,,No,Yes
2702124051,145,689199,Category-2A,No,Yes
2702224318,145,689241,Category-3A,No,Yes
2702201355,145,689316,Category-3A,No,Yes
2706018095,145,689346,,No,Yes
2705005401,145,689377,,Yes,Yes
2702117078,145,689474,Category-3A,No,Yes
2703009387,145,689483,,No,Yes
2702220033,145,689496,Category-2A,No,Yes
2703006148,145,689579,Category-3B,No,Yes
2703008174,145,689713,,No,Yes
2709008013,145,689768,,No,Yes
2702120207,145,689816,Category-3A,No,Yes
2702220335,145,689835,Category-3A,No,Yes
2705020297,145,690004,,Yes,Yes
2703001324,145,690129,Category-3B,No,Yes
2705009012,145,690198,,Yes,Yes
2702120341,144,690264,Category-2A,No,Yes
2702121063,144,690300,Category-3A,No,Yes
2701001642,144,690407,,No,Yes
2703009108,144,690519,Category-2A,No,Yes
2706005471,144,690562,Category-1,No,Yes
2703026054,144,690642,Category-2A,No,Yes
2708105316,144,690991,Category-1,No,Yes
2705003420,144,691064,Category-1,Yes,Yes
2706027111,144,691163,Category-1,No,Yes
2708118066,144,691211,,No,Yes
2702316027,144,691279,,No,Yes
2702304320,144,691305,Category-3A,No,Yes
2702225158,144,691458,Category-3B,No,Yes
2702301606,144,691748,Category-1,No,Yes
2701005313,144,691799,Category-3A,No,Yes
2702212034,144,691866,Category-3B,No,Yes
2702307706,144,691869,,No,Yes
2702215217,144,691881,Category-2B,No,Yes
2702303790,144,691930,,No,Yes
2702108053,144,691954,,Yes,Yes
2702206357,144,692066,,No,Yes
2705001798,144,692079,Category-2B,Yes,Yes
2706016042,144,692131,Category-2B,Yes,Yes
2702210195,144,692196,Category-2B,No,Yes
2705030149,144,692197,Category-2B,No,Yes
2705002677,144,692293,Category-3B,Yes,Yes
2702107150,144,692307,Category-1,No,Yes
2706013258,144,692313,Category-2B,Yes,Yes
2702301250,144,692345,Category-3B,No,Yes
2702317204,144,692372,Category-2A,No,Yes
2706034083,144,692387,,No,Yes
2705035013,144,692395,Category-2A,Yes,Yes
2705049012,144,692429,Category-2A,Yes,Yes
2702118051,144,692477,,No,Yes
2702112199,144,692547,Category-3A,No,Yes
2703008013,144,692610,,No,Yes
2702120261,144,692644,Category-3A,No,Yes
2705010468,144,692647,Category-1,No,Yes
2706001609,144,692765,Category-2A,Yes,Yes
2708213173,144,692783,Category-3A,Yes,Yes
2704003101,144,692812,Category-2A,No,Yes
2705007579,144,692834,Category-2B,Yes,Yes
2703005435,144,692973,Category-2B,No,Yes
2706012138,144,693154,,No,Yes
2702208200,144,693214,Category-3B,No,Yes
2702115225,144,693239,Category-2A,No,Yes
2702221294,144,693287,Category-3B,No,Yes
2706036109,144,693317,Category-3B,No,Yes
2702305556,144,693340,Category-2B,No,Yes
2702114197,144,693383,,No,Yes
2702315089,144,693413,Category-2A,No,Yes
2702324223,144,693441,Category-2A,No,Yes
2705038084,144,693456,Category-2A,Yes,Yes
2706027184,143,693519,,No,Yes
2704018084,143,693542,Category-2A,No,Yes
2703017164,143,693847,,Yes,Yes
2703011120,143,693869,Category-1,No,Yes
2705012280,143,693988,Category-2B,No,Yes
2706007103,143,694050,Category-2A,Yes,Yes
2705021131,143,694092,Category-3B,Yes,Yes
2705044176,143,694170,Category-3B,Yes,Yes
2702301096,143,694204,,No,Yes
2702303063,143,694263,Category-2A,No,Yes
2701015275,143,694320,Category-2B,No,Yes
2702119228,143,694430,,No,Yes
2703001180,143,694492,,No,Yes
2701006028,143,694570,Category-1,No,Yes
2702122205,143,694597,Category-3A,No,Yes
2702307686,143,694615,,No,Yes
2705003633,143,694646,Category-3B,Yes,Yes
2702210452,143,694709,Category-2B,No,Yes
2703009470,143,694792,Category-2A,No,Yes
2705039005,143,694887,Category-2B,No,Yes
2707006432,143,694894,Category-3A,No,Yes
2706018259,143,694923,Category-1,Yes,Yes
2707002456,143,695129,Category-2A,No,Yes
2702227125,143,695532,,No,Yes
2703006198,143,695595,Category-2A,No,Yes
2706012291,143,695600,Category-2A,Yes,Yes
2708109109,143,695616,Category-2A,No,Yes
2702217219,143,695880,Category-3A,No,Yes
2705006218,143,695992,Category-2A,Yes,Yes
2704008124,143,696011,Category-2A,No,Yes
2708203229,143,696020,,No,Yes
2703014106,143,696026,Category-3A,No,Yes
2702301175,143,696070,Category-2A,No,Yes
2702128005,143,696102,,No,Yes
2702315215,143,696192,Category-2A,No,Yes
2703032033,143,696228,Category-1,No,Yes
2703004020,143,696408,Category-3A,No,Yes
2705016229,143,696675,Category-3B,Yes,Yes
2701002160,142,696807,,No,Yes
2702111331,142,697011,Category-2B,No,Yes
2702102654,142,697063,,No,Yes
2707001054,142,697114,Category-3B,No,Yes
2706022222,142,697368,Category-3B,No,Yes
2702107582,142,697477,Category-3A,No,Yes
2708106170,142,697585,Category-2A,No,Yes
2705004492,142,697628,Category-2B,Yes,Yes
2704005227,142,697665,,Yes,Yes
2702128293,142,697731,,No,Yes
2702127028,142,697749,,No,Yes
2706013029,142,697841,Category-2A,No,Yes
2705022017,142,697864,Category-1,Yes,Yes
2706016019,142,697881,,No,Yes
2705031093,142,697883,,Yes,Yes
2708203398,142,698038,Category-3A,No,Yes
2702303104,142,698081,Category-1,No,Yes
2701006135,142,698132,,No,Yes
2708205390,142,698218,Category-2A,No,Yes
2705039037,142,698345,Category-2A,Yes,Yes
2708106206,142,698351,Category-3A,No,Yes
2702229045,142,698411,Category-1,No,Yes
2702308477,142,698447,Category-1,No,Yes
2703003290,142,698524,Category-2B,No,Yes
2708108120,142,698586,,No,Yes
2703001309,142,698644,Category-2A,No,Yes
2703014196,142,698657,Category-2A,No,Yes
2703031202,142,698716,Category-3B,Yes,Yes
2703016274,142,698822,,No,Yes
2703028233,142,698835,Category-3B,No,Yes
2703022100,142,698867,Category-3B,No,Yes
2705031185,142,698995,Category-2B,Yes,Yes
2702202723,142,699080,Category-2B,No,Yes
2709003362,142,699113,Category-3B,No,Yes
2708103409,142,699151,Category-3A,No,Yes
2702206044,142,699201,Category-2A,No,Yes
2702113301,142,699327,Category-3A,No,Yes
2706010056,142,699338,Category-3B,No,Yes
2706006353,142,699361,Category-1,Yes,Yes
2705044121,142,699497,Category-2A,Yes,Yes
2705042106,142,699621,Category-3B,Yes,Yes
2704002161,142,699795,Category-2B,Yes,Yes
2708204162,142,699823,,No,Yes
2705002557,141,700020,Category-3B,Yes,Yes
2705005561,141,700082,,No,Yes
2702204224,141,700187,Category-3A,No,Yes
2708102451,141,700188,Category-3A,No,Yes
2705008173,141,700418,Category-2B,Yes,Yes
2705037154,141,700465,Category-2B,Yes,Yes
2708201340,141,700714,Category-3B,No,Yes
2704005315,141,700740,Category-2B,No,Yes
2708201003,141,700832,Category-2A,No,Yes
2705006248,141,700846,Category-2B,Yes,Yes
2705008469,141,700920,Category-2A,Yes,Yes
2702219098,141,700967,Category-2B,No,Yes
2705038191,141,701015,Category-2A,Yes,Yes
2702115247,141,701043,Category-3A,No,Yes
2701013263,141,701050,Category-2A,No,Yes
2702225106,141,701073,Category-3A,No,Yes
2702317092,141,701081,,No,Yes
2702308018,141,701087,,No,Yes
2705031141,141,701131,,No,Yes
2703022030,141,701150,Category-2A,No,Yes
2702106215,141,701305,,No,Yes
2705009273,141,701358,,Yes,Yes
2707003303,141,701408,,No,Yes
2708211086,141,701418,,No,Yes
2702116303,141,701474,Category-3B,No,Yes
2702204144,141,701691,,No,Yes
2702303809,141,701749,,No,Yes
2706002311,141,701842,Category-3B,No,Yes
2702104401,141,701858,,No,Yes
2702203114,141,701869,Category-2A,No,Yes
2707004076,141,701949,Category-2B,No,Yes
2704006232,141,701981,Category-2A,No,Yes
2706007310,141,702022,Category-2B,Yes,Yes
2706004279,141,702025,,No,Yes
2703009021,141,702042,,No,Yes
2702128261,141,702144,Category-3A,No,Yes
2703001778,141,702382,,No,Yes
2707009377,141,702387,Category-2B,No,Yes
2709004115,141,702422,Category-3B,No,Yes
2702123100,141,702469,,No,Yes
2706008336,141,702511,,Yes,Yes
2705008096,141,702608,Category-2A,Yes,Yes
2703014285,141,702694,,Yes,Yes
2705007596,141,702878,Category-2A,Yes,Yes
2702104274,141,702892,Category-2A,No,Yes
2703021247,141,702995,Category-3B,No,Yes
2704003045,141,703059,Category-2B,No,Yes
2707010017,140,703307,Category-2B,No,Yes
2705029123,140,703328,Category-2A,Yes,Yes
2707005201,140,703340,Category-3A,No,Yes
2708102397,140,703439,,No,Yes
2708115167,140,703480,,No,Yes
2703023203,140,703503,Category-3B,No,Yes
2702319259,140,703518,,Yes,Yes
2701015027,140,703608,Category-3B,No,Yes
2706020018,140,703672,Category-1,No,Yes
2703025296,140,703707,Category-3B,No,Yes
2702204096,140,703716,Category-2B,No,Yes
2703013047,140,703746,Category-2A,No,Yes
2707009262,140,703747,Category-3B,No,Yes
2702228003,140,703777,Category-3A,No,Yes
2703009367,140,703786,,No,Yes
2709003316,140,703952,Category-3B,No,Yes
2702303913,140,703968,Category-2A,No,Yes
2702110412,140,703970,Category-1,No,Yes
2702311391,140,704024,Category-3A,No,Yes
2705048007,140,704059,,Yes,Yes
2702215371,140,704353,,No,Yes
2703004560,140,704402,Category-3B,No,Yes
2708113285,140,704422,Category-1,No,Yes
2707004226,140,704453,Category-2B,No,Yes
2701007319,140,704477,,No,Yes
2702116012,140,704481,Category-2B,Yes,Yes
2708201231,140,704657,Category-2A,No,Yes
2702322227,140,704811,Category-2A,No,Yes
2705005658,140,704829,Category-1,Yes,Yes
2703003119,140,704879,,No,Yes
2703032007,140,704932,Category-3B,No,Yes
2702116357,140,705058,Category-3A,No,Yes
2702114308,140,705166,,No,Yes
2702203508,140,705198,Category-2A,No,Yes
2702111001,140,705355,,No,Yes
2706010125,140,705478,,No,Yes
2709003390,140,705529,Category-2A,No,Yes
2709001357,140,705661,Category-2A,No,Yes
2703006357,140,705854,Category-3B,No,Yes
2708101405,140,706007,Category-3A,No,Yes
2705049016,140,706014,,No,Yes
2702320134,140,706047,Category-2A,No,Yes
2704003269,140,706204,Category-2B,No,Yes
2701013093,140,706245,,No,Yes
2702314474,140,706288,,No,Yes
2705024106,140,706385,Category-2A,Yes,Yes
2705035165,140,706390,Category-3A,Yes,Yes
2707001179,140,706493,,No,Yes
2702126259,140,706508,Category-3A,No,Yes
2708213064,140,706511,,No,Yes
2708108354,140,706546,Category-3A,No,Yes
2705022205,140,706652,Category-2B,Yes,Yes
2703024297,140,706696,Category-1,No,Yes
2704003475,140,706836,Category-2A,No,Yes
2706004526,140,706866,Category-2A,No,Yes
2709006151,140,706897,Category-3B,No,Yes
2705028139,140,706900,Category-3A,Yes,Yes
2708112064,140,706904,Category-3B,No,Yes
2703016217,140,706916,,No,Yes
2706009040,140,706957,Category-2A,No,Yes
2705016047,140,707097,Category-2A,Yes,Yes
2706032155,140,707250,Category-2A,Yes,Yes
2702309178,140,707298,,No,Yes
2706007351,140,707326,,Yes,Yes
2705016034,140,707331,Category-3B,Yes,Yes
2706005398,140,707387,Category-3B,No,Yes
2702217250,140,707716,Category-3B,No,Yes
2702208457,140,707970,,No,Yes
2701018111,139,708109,Category-1,No,Yes
2702308472,139,708118,,No,Yes
2702306462,139,708257,Category-2B,No,Yes
2702119271,139,708313,Category-3B,No,Yes
2708117135,139,708475,Category-3A,No,Yes
2702115343,139,708521,,No,Yes
2703017288,139,708534,,No,Yes
2703009357,139,708598,Category-3B,No,Yes
2703018101,139,708683,,No,Yes
2708105260,139,708723,Category-3A,No,Yes
2708202272,139,708730,Category-1,No,Yes
2706014207,139,708733,Category-3A,Yes,Yes
2703007481,139,708796,,No,Yes
2702303698,139,708999,Category-1,No,Yes
2705004625,139,709068,Category-3A,Yes,Yes
2702115389,139,709102,Category-2A,No,Yes
2704009189,139,709108,,Yes,Yes
2703006435,139,709147,Category-1,Yes,Yes
2702227192,139,709293,Category-3A,No,Yes
2706005079,139,709401,Category-1,No,Yes
2702303935,139,709406,Category-3A,No,Yes
2703005265,139,709451,Category-2B,Yes,Yes
2705005428,139,709565,Category-2A,Yes,Yes
2705016195,139,709603,Category-1,Yes,Yes
2709005090,139,709635,,No,Yes
2702323325,139,709699,,No,Yes
2703001097,139,709786,Category-3B,No,Yes
2708101339,139,709803,Category-3A,No,Yes
2706007384,139,709857,,No,Yes
2703003268,139,709926,Category-3B,No,Yes
2702224302,139,709979,Category-2A,No,Yes
2702303621,139,709987,Category-2A,No,Yes
2702208109,139,710003,,Yes,Yes
2702303949,139,710038,Category-2A,No,Yes
2702304025,139,710113,Category-2A,No,Yes
2706002537,139,710149,Category-3A,No,Yes
2706024030,139,710233,Category-2A,Yes,Yes
2702304224,139,710263,Category-3B,No,Yes
2708108087,139,710313,Category-2B,No,Yes
2701020101,139,710526,Category-2A,No,Yes
2706012167,139,710554,Category-3B,Yes,Yes
2702102584,139,710616,Category-3A,Yes,Yes
2703018318,139,710641,,No,Yes
2706011284,139,710668,Category-2B,No,Yes
2702223233,139,710747,Category-2B,No,Yes
2702101279,139,710797,Category-3A,No,Yes
2708210191,139,710869,Category-3B,No,Yes
2702101837,139,710967,Category-3A,No,Yes
2706037031,139,711062,,Yes,Yes
2702303413,139,711121,Category-2A,No,Yes
2702216054,139,711186,Category-3A,No,Yes
2703026189,139,711198,Category-1,Yes,Yes
2705005698,139,711239,Category-2B,Yes,Yes
2702217056,139,711364,Category-1,No,Yes
2705030218,138,711427,Category-2B,Yes,Yes
2705002766,138,711504,Category-1,Yes,Yes
2701008160,138,711561,,No,Yes
2701021015,138,711699,,No,Yes
2705013187,138,711793,,Yes,Yes
2703006245,138,711856,Category-2B,No,Yes
2707008189,138,711871,Category-1,No,Yes
2703001812,138,711953,Category-3A,Yes,Yes
2703030107,138,711984,Category-3B,No,Yes
2701002061,138,712146,,No,Yes
2702308037,138,712172,Category-2B,No,Yes
2702101024,138,712244,,No,Yes
2701003028,138,712270,Category-2B,No,Yes
2703002215,138,712305,Category-2A,No,Yes
2703005351,138,712373,,No,Yes
2702108112,138,712444,Category-2B,No,Yes
2702121349,138,712450,Category-2A,No,Yes
2706002357,138,712467,Category-3B,Yes,Yes
2706002250,138,712468,Category-2B,No,Yes
2704016027,138,712540,,Yes,Yes
2705022010,138,712571,Category-2B,Yes,Yes
2703007524,138,712641,Category-2A,No,Yes
2702221001,138,712676,Category-2B,No,Yes
2703009262,138,712683,Category-2A,No,Yes
2703003107,138,712719,Category-1,No,Yes
2702325297,138,712775,Category-2B,No,Yes
2702101655,138,712864,,No,Yes
2705002315,138,712969,Category-3B,Yes,Yes
2702224163,138,713024,Category-3A,No,Yes
2707008279,138,713205,Category-3B,No,Yes
2701004445,138,713222,,No,Yes
2702112219,138,713233,Category-2B,No,Yes
2702302016,138,713261,Category-2B,Yes,Yes
2702221349,138,713286,Category-3A,No,Yes
2705025242,138,713298,,Yes,Yes
2701006366,138,713555,Category-3B,No,Yes
2702315386,138,713645,Category-2A,No,Yes
2706038145,138,713680,,No,Yes
2708208340,138,713780,Category-3A,No,Yes
2702106538,138,713895,Category-3A,No,Yes
2702229057,138,713946,,No,Yes
2702216282,138,713962,,No,Yes
2705049107,138,713966,,Yes,Yes
2702226125,138,713973,Category-3A,No,Yes
2702202522,138,714032,,No,Yes
2705002579,138,714068,,Yes,Yes
2705029181,138,714227,,Yes,Yes
2702104081,138,714296,,No,Yes
2708111145,138,714349,Category-2A,No,Yes
2701005362,138,714424,Category-3A,No,Yes
2708108170,138,714489,Category-3A,No,Yes
2702201898,138,714585,Category-3A,No,Yes
2703005254,138,714650,Category-3B,No,Yes
2703024123,137,714910,,No,Yes
2706002313,137,714946,Category-1,Yes,Yes
2702305131,137,714967,Category-3A,No,Yes
2708111175,137,715108,,No,Yes
2702323319,137,715159,,No,Yes
2704017144,137,715224,Category-2A,No,Yes
2702106288,137,715314,Category-2B,No,Yes
2705019095,137,715327,Category-2B,No,Yes
2702302250,137,715586,Category-3A,No,Yes
2702213224,137,715749,,No,Yes
2709005178,137,715819,,No,Yes
2708106109,137,715905,,No,Yes
2702320301,137,715919,Category-3B,No,Yes
2702204788,137,715922,Category-3A,No,Yes
2702226080,137,715932,Category-2B,No,Yes
2702114398,137,715976,Category-2A,No,Yes
2702116310,137,715978,,No,Yes
2702217082,137,716061,Category-3A,No,Yes
2708208184,137,716085,,No,Yes
2705015252,137,716160,Category-2B,Yes,Yes
2706015114,137,716206,Category-1,No,Yes
2704001119,137,716270,Category-2A,No,Yes
2704001500,137,716313,Category-1,No,Yes
2706012125,137,716416,Category-2A,No,Yes
2703005439,137,716533,,Yes,Yes
2703004509,137,716690,Category-2B,No,Yes
2708215179,137,716699,Category-2A,No,Yes
2702311378,137,716759,Category-2B,No,Yes
2702123200,137,716915,Category-3A,No,Yes
2705025295,137,716982,Category-3B,Yes,Yes
2702202025,137,716997,Category-1,No,Yes
2702203160,137,717045,,No,Yes
2702211098,137,717061,Category-2A,No,Yes
2703014101,137,717062,Category-2B,No,Yes
2708201569,137,717190,,No,Yes
2702315036,137,717252,Category-1,No,Yes
2702220155,137,717372,Category-2A,No,Yes
2705011116,137,717401,,Yes,Yes
2703009096,137,717408,,No,Yes
2708108309,137,717511,Category-3A,No,Yes
2703010257,137,717559,,No,Yes
2708209313,137,717659,Category-2B,No,Yes
2702305375,137,717706,,No,Yes
2708101115,137,717768,,No,Yes
2706012205,137,717785,Category-3B,No,Yes
2708212296,137,717889,,No,Yes
2708107357,137,717890,,No,Yes
2708113118,137,718045,Category-1,No,Yes
2702304775,137,718050,,No,Yes
2705023291,136,718174,,Yes,Yes
2705008147,136,718241,Category-2B,Yes,Yes
2705002175,136,718301,Category-1,Yes,Yes
2702317243,136,718359,Category-1,No,Yes
2702229106,136,718468,Category-2B,No,Yes
2705014389,136,718547,Category-2B,No,Yes
2702201659,136,718589,Category-2B,No,Yes
2702105242,136,718789,Category-2A,No,Yes
2708204069,136,718806,Category-3B,No,Yes
2701014228,136,718931,Category-2A,No,Yes
2701004367,136,718943,Category-2B,No,Yes
2703001071,136,718946,Category-3B,No,Yes
2702306570,136,719046,Category-3A,No,Yes
2705033118,136,719076,Category-3B,Yes,Yes
2706003412,136,719090,Category-2B,Yes,Yes
2707002497,136,719111,Category-3B,No,Yes
2709006257,136,719248,,No,Yes
2702315308,136,719436,,No,Yes
2707004126,136,719465,Category-2B,No,Yes
2708116072,136,719589,Category-3A,No,Yes
2702303013,136,719675,Category-3A,No,Yes
2705028231,136,719741,Category-3B,Yes,Yes
2705027001,136,719845,,Yes,Yes
2705018358,136,719985,Category-2A,Yes,Yes
2705042139,136,720082,Category-3B,Yes,Yes
2702227043,136,720210,Category-3B,No,Yes
2705011378,136,720242,Category-2B,Yes,Yes
2702202658,136,720403,Category-3A,No,Yes
2702128019,136,720406,Category-3A,No,Yes
2708207023,136,720454,Category-2A,Yes,Yes
2703014362,136,720495,,No,Yes
2708210138,136,720532,,No,Yes
2702303540,136,720606,,No,Yes
2702108488,136,720631,Category-3B,Yes,Yes
2701014012,136,720925,,No,Yes
2704016041,136,720967,,No,Yes
2702213095,136,721010,,No,Yes
2706021142,136,721057,Category-2A,No,Yes
2708109155,136,721169,,No,Yes
2708205342,136,721254,Category-2A,No,Yes
2708201091,136,721259,Category-3A,No,Yes
2708212203,136,721260,Category-3B,No,Yes
2708117093,136,721354,Category-3A,No,Yes
2702206070,136,721432,,No,Yes
2705030140,136,721458,Category-2A,Yes,Yes
2705007031,136,721469,Category-2B,Yes,Yes
2702108380,136,721579,Category-2A,No,Yes
2702108365,136,721584,Category-3A,No,Yes
2704002387,135,721672,,No,Yes
2706031142,135,721798,Category-2B,Yes,Yes
2705002759,135,721866,Category-3A,Yes,Yes
2705017020,135,721929,Category-2B,Yes,Yes
2702115251,135,721970,Category-3A,No,Yes
2703006306,135,721973,Category-3B,Yes,Yes
2705033167,135,722070,,Yes,Yes
2706003261,135,722135,Category-3B,Yes,Yes
2702203287,135,722434,,No,Yes
2708216036,135,722532,Category-1,No,Yes
2702202734,135,722875,Category-3A,No,Yes
2703026289,135,722930,Category-1,No,Yes
2709005350,135,722943,Category-2A,No,Yes
2701010015,135,722955,Category-3B,No,Yes
2708102010,135,722973,,No,Yes
2705020188,135,723010,Category-3A,Yes,Yes
2702112401,135,723035,Category-2B,No,Yes
2708103042,135,723142,,No,Yes
2706001077,135,723324,Category-2B,No,Yes
2702209088,135,723368,Category-2B,No,Yes
2709002141,135,723381,,No,Yes
2706008349,135,723469,Category-2A,No,Yes
2702212240,135,723868,Category-2A,Yes,Yes
2706008265,135,723923,Category-2A,No,Yes
2702119074,135,723949,,No,Yes
2708215159,135,723955,,No,Yes
2705049125,135,723986,,No,Yes
2703009130,135,724174,Category-2B,No,Yes
2702206530,135,724210,Category-2A,No,Yes
2702311002,135,724276,Category-2A,No,Yes
2708112118,135,724298,,No,Yes
2702110246,135,724310,Category-2B,No,Yes
2702311183,135,724364,Category-1,No,Yes
2702201836,135,724411,Category-3A,No,Yes
2703006283,135,724423,Category-3A,No,Yes
2702315405,135,724514,,No,Yes
2702101830,135,724779,Category-3B,Yes,Yes
2702324241,135,724814,Category-3A,No,Yes
2702108040,135,724861,Category-2A,No,Yes
2702228150,135,724890,Category-3A,No,Yes
2702316267,135,724936,Category-3B,No,Yes
2702203298,135,724958,Category-3A,No,Yes
2702102644,135,725010,Category-2A,No,Yes
2702118281,135,725059,,No,Yes
2707004455,135,725105,,No,Yes
2705013329,135,725119,Category-3B,Yes,Yes
2702202181,135,725176,Category-1,No,Yes
2705006227,135,725236,Category-3B,No,Yes
2703027238,135,725293,Category-3A,No,Yes
2702304720,135,725332,Category-3A,No,Yes
2706006396,135,725353,Category-2A,No,Yes
2708109211,135,725373,Category-1,No,Yes
2705001846,135,725473,Category-2A,Yes,Yes
2702303933,135,725507,Category-2B,No,Yes
2702207409,135,725562,Category-2A,Yes,Yes
2705005092,135,725634,Category-2A,Yes,Yes
2708207063,135,725675,Category-2A,No,Yes
2702202651,135,725715,,No,Yes
2702209166,135,725743,Category-2A,No,Yes
2706001674,135,725747,Category-3B,No,Yes
2708106244,135,725767,,No,Yes
2705008266,135,725780,Category-1,Yes,Yes
2702203666,135,725823,Category-3B,No,Yes
2702302498,135,725873,Category-2A,No,Yes
2702224142,135,725950,,No,Yes
2702115333,135,726018,,No,Yes
2702321295,135,726238,Category-2A,No,Yes
2702225199,135,726244,Category-3B,No,Yes
2706025053,135,726414,Category-1,No,Yes
2702302072,135,726416,Category-3A,No,Yes
2708108282,135,726527,Category-2A,No,Yes
2702104035,134,726635,Category-2A,No,Yes
2702218005,134,726637,Category-3A,No,Yes
2705006611,134,726655,Category-1,Yes,Yes
2705006476,134,726668,Category-3B,Yes,Yes
2702120143,134,726720,Category-2A,No,Yes
2707003527,134,726849,Category-3B,No,Yes
2708211039,134,727018,Category-2B,No,Yes
2705008058,134,727048,Category-2B,Yes,Yes
2702102364,134,727076,Category-2B,No,Yes
2702321038,134,727142,Category-2A,No,Yes
2705006572,134,727148,Category-3B,Yes,Yes
2702118253,134,727179,Category-1,No,Yes
2702125171,134,727180,Category-3A,No,Yes
2706006330,134,727294,Category-2A,No,Yes
2703033116,134,727446,Category-2A,No,Yes
2705007359,134,727499,,Yes,Yes
2702125121,134,727738,Category-2A,No,Yes
2702107517,134,727806,,No,Yes
2706009280,134,727908,Category-2A,No,Yes
2705023064,134,728037,Category-2A,Yes,Yes
2702222069,134,728056,,No,Yes
2706034016,134,728116,,No,Yes
2703013042,134,728132,,No,Yes
2702301356,134,728205,Category-2B,No,Yes
2705049061,134,728209,Category-3A,Yes,Yes
2702106461,134,728316,,No,Yes
2706007028,134,728344,Category-2A,Yes,Yes
2702101786,134,728386,,No,Yes
2705003480,134,728394,Category-1,Yes,Yes
2703018276,134,728428,,No,Yes
2705022024,134,728435,,Yes,Yes
2701010193,134,728450,Category-3B,No,Yes
2705029049,134,728518,Category-2B,No,Yes
2703025164,134,728561,Category-3A,No,Yes
2702305693,134,728576,,No,Yes
2708202548,134,728667,,No,Yes
2705010395,134,728731,Category-1,Yes,Yes
2702112160,134,728879,Category-2A,No,Yes
2708208066,134,728913,Category-3A,No,Yes
2702121112,134,728943,,No,Yes
2702320026,134,729030,Category-2A,No,Yes
2702113001,134,729052,Category-3A,No,Yes
2702107175,134,729170,Category-3A,No,Yes
2702320027,134,729262,Category-2B,No,Yes
2703015296,134,729327,Category-2B,Yes,Yes
2706022063,134,729394,Category-2A,No,Yes
2702301730,134,729415,,No,Yes
2708209246,134,729537,Category-3A,No,Yes
2702112440,134,729610,Category-3B,No,Yes
2704004055,134,729871,Category-3A,Yes,Yes
2702311358,133,730075,,Yes,Yes
2702316366,133,730128,Category-3A,Yes,Yes
2702212204,133,730425,Category-2B,No,Yes
2702219152,133,730444,,Yes,Yes
2705008365,133,730616,Category-2B,Yes,Yes
2706004082,133,730774,Category-2A,No,Yes
2702222285,133,730786,Category-3A,No,Yes
2701007321,133,730875,,No,Yes
2705022139,133,730876,Category-2B,Yes,Yes
2702107287,133,730886,,No,Yes
2709006162,133,730985,,No,Yes
2703012198,133,731241,Category-3B,No,Yes
2702301162,133,731270,Category-3A,No,Yes
2702113291,133,731451,,No,Yes
2706018224,133,731558,Category-2B,No,Yes
2708102466,133,731587,,No,Yes
2702111314,133,731601,Category-3A,No,Yes
2702303142,133,731627,,No,Yes
2704006087,133,731633,Category-3A,No,Yes
2702113426,133,731658,Category-3B,No,Yes
2703032028,133,731684,Category-3B,No,Yes
2706016114,133,731735,Category-2B,No,Yes
2703024283,133,731768,,No,Yes
2702223038,133,731829,,No,Yes
2702319346,133,731853,Category-3B,No,Yes
2702305110,133,731859,Category-2A,No,Yes
2702216134,133,731971,Category-2A,Yes,Yes
2706024175,133,732023,,No,Yes
2701006232,133,732144,,No,Yes
2702210039,133,732360,,No,Yes
2702102056,133,732382,Category-3A,No,Yes
2704002182,133,732438,,Yes,Yes
2702208273,133,732450,Category-2A,No,Yes
2703028102,133,732513,Category-2A,No,Yes
2702115073,133,732647,,No,Yes
2707003539,133,732729,Category-3B,No,Yes
2701001243,133,732804,Category-3B,No,Yes
2709006079,133,732873,Category-2A,No,Yes
2702324288,133,732954,Category-2A,No,Yes
2708205200,133,733095,Category-3A,No,Yes
2702205530,133,733160,,No,Yes
2703009335,133,733220,Category-3B,No,Yes
2706028145,133,733242,Category-3A,No,Yes
2702209113,133,733365,Category-3B,No,Yes
2706001209,133,733441,Category-2A,No,Yes
2702315363,132,733561,Category-1,No,Yes
2706006184,132,733636,,No,Yes
2703032101,132,733702,Category-3A,Yes,Yes
2702305436,132,733737,Category-2B,No,Yes
2702312237,132,733898,Category-2A,No,Yes
2704005218,132,733988,Category-3B,No,Yes
2704002342,132,734085,Category-2B,No,Yes
2702205045,132,734214,Category-2A,No,Yes
2705006672,132,734220,Category-2A,Yes,Yes
2702119013,132,734468,,No,Yes
2703020325,132,734499,,No,Yes
2702119167,132,734579,Category-2A,No,Yes
2702204452,132,734754,Category-2A,No,Yes
2703005488,132,734764,Category-2A,Yes,Yes
2702211466,132,734963,,No,Yes
